id,imdb_id,popularity,original_title,cast,director,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,release_month,release_month_name,year_by_5,year_by_10,genre_01,genre_02,genre_03,director_01,director_02,cast_num,actor_01,actor_02,actor_03,actor_04
20910,tt0422778,0.437792,The Muppets' Wizard of Oz,Ashanti|Jeffrey Tambor|Quentin Tarantino|David Alan Grier|Queen Latifah,Kirk R. Thatcher,88.0,Family|Adventure|Comedy|Music|Fantasy,"Touchstone Television|Jim Henson Productions|Jim Henson Company, The|Fox Television Studios",2005-05-20,21,4.5,2005,19419965.007528078,57064772.97547143,5,May,2005-2010,2000-2010,Family,Adventure,Comedy,Kirk R. Thatcher,nan,5,Ashanti,Jeffrey Tambor,Quentin Tarantino,David Alan Grier
10008,tt0429573,0.429125,An American Haunting,Donald Sutherland|Sissy Spacek|James D'Arcy|Matthew Marsh|Gaye Brown,Courtney Solomon,83.0,Horror|Thriller,Media Pro Pictures|Allan Zeman Productions|After Dark Films|Remstar Productions|Sweetpea Entertainment,2005-05-05,72,5.6,2005,19419965.007528078,57064772.97547143,5,May,2005-2010,2000-2010,Horror,Thriller,nan,Courtney Solomon,nan,5,Donald Sutherland,Sissy Spacek,James D'Arcy,Matthew Marsh
22473,tt0418004,0.426203,Neverwas,Ian McKellen|Aaron Eckhart|Brittany Murphy|Nick Nolte|Jessica Lange,Joshua Michael Stern,108.0,Drama|Fantasy|Thriller,Legacy Filmworks|Neverwas Productions,2005-09-09,11,6.3,2005,19419965.007528078,57064772.97547143,9,September,2005-2010,2000-2010,Drama,Fantasy,Thriller,Joshua Michael Stern,nan,5,Ian McKellen,Aaron Eckhart,Brittany Murphy,Nick Nolte
13994,tt0368222,0.425202,Romance & Cigarettes,James Gandolfini|Susan Sarandon|Kate Winslet|Steve Buscemi|Mandy Moore,John Turturro,105.0,Comedy|Music|Romance,United Artists,2005-09-13,17,5.8,2005,19419965.007528078,3288549.09634858,9,September,2005-2010,2000-2010,Comedy,Music,Romance,John Turturro,nan,5,James Gandolfini,Susan Sarandon,Kate Winslet,Steve Buscemi
5471,tt0402057,0.423386,Beowulf & Grendel,Gerard Butler|Spencer Wilding|Stellan SkarsgÃ¥rd|Ingvar Eggert SigurÃ°sson|Hringur Ingvarsson,Sturla Gunnarsson,103.0,Adventure|Fantasy|Drama|Action,TÃ©lÃ©film Canada|Spice Factory|Endgame Entertainment|Movision|The Film Works,2005-09-14,30,6.0,2005,19419965.007528078,102808.681458227,9,September,2005-2010,2000-2010,Adventure,Fantasy,Drama,Sturla Gunnarsson,nan,5,Gerard Butler,Spencer Wilding,Stellan SkarsgÃ¥rd,Ingvar Eggert SigurÃ°sson
340,tt0404030,0.42232,Everything is Illuminated,Elijah Wood|Eugene Hutz|Boris Leskin|Jana Hrabetova|Jonathan Safran Foer,Liev Schreiber,106.0,Comedy|Drama,Big Beach Productions|Stillking Films|Warner Independent Pictures (WIP)|Telegraph Films,2005-09-16,130,7.4,2005,7815943.02758145,3012409.59605754,9,September,2005-2010,2000-2010,Comedy,Drama,nan,Liev Schreiber,nan,5,Elijah Wood,Eugene Hutz,Boris Leskin,Jana Hrabetova
10258,tt0484439,0.41704,The Madagascar Penguins in a Christmas Caper,Tom McGrath|Chris Miller|Christopher Knights|John DiMaggio|Bill Fagerbakke,Gary Trousdale,11.0,Animation|Comedy|Family,DreamWorks Animation,2005-09-23,34,6.3,2005,19419965.007528078,57064772.97547143,9,September,2005-2010,2000-2010,Animation,Comedy,Family,Gary Trousdale,nan,5,Tom McGrath,Chris Miller,Christopher Knights,John DiMaggio
15906,tt0480345,0.411236,Barbie and the Magic of Pegasus 3-D,Kelly Sheridan|Kathleen Barry|Lalainia Lindbjerg|Colin Murdock|Mark Hildreth,Greg Richardson,85.0,Animation|Family|Romance,Mattel,2005-10-05,50,6.2,2005,19419965.007528078,57064772.97547143,10,October,2005-2010,2000-2010,Animation,Family,Romance,Greg Richardson,nan,5,Kelly Sheridan,Kathleen Barry,Lalainia Lindbjerg,Colin Murdock
17113,tt0357110,0.406323,The Ballad of Jack and Rose,Daniel Day-Lewis|Camilla Belle|Catherine Keener|Ryan McDonald|Paul Dano,Rebecca Miller,111.0,Drama,Elevation Filmworks|Initial Entertainment Group (IEG)|IFC Productions|Jack and Rose Productions,2005-03-25,22,6.4,2005,1674844.93448174,795321.331841158,3,March,2005-2010,2000-2010,Drama,nan,nan,Rebecca Miller,nan,5,Daniel Day-Lewis,Camilla Belle,Catherine Keener,Ryan McDonald
13499,tt0443295,0.405822,"Yours, Mine & Ours",Dennis Quaid|Rene Russo|Sean Faris|Katija Pevec|Dean Collins,Raja Gosnell,90.0,Comedy|Family|Romance,Paramount Pictures|Columbia Pictures Corporation|Nickelodeon Movies|O.N.C. Entertainment|Robert Simonds Productions,2005-11-23,144,5.7,2005,50245348.0344522,80424660.2828277,11,November,2005-2010,2000-2010,Comedy,Family,Romance,Raja Gosnell,nan,5,Dennis Quaid,Rene Russo,Sean Faris,Katija Pevec
13682,tt0407121,0.401154,Pooh's Heffalump Movie,Jim Cummings|John Fiedler|Nikita Hopkins|Kath Soucie|Ken Sansom,Frank Nissen,68.0,Animation|Family,Walt Disney Pictures,2005-02-11,48,6.4,2005,19419965.007528078,57064772.97547143,2,February,2005-2010,2000-2010,Animation,Family,nan,Frank Nissen,nan,5,Jim Cummings,John Fiedler,Nikita Hopkins,Kath Soucie
14057,tt0427968,0.394709,Trust the Man,David Duchovny|Julianne Moore|Billy Crudup|Maggie Gyllenhaal|Justin Bartha,Bart Freundlich,103.0,Comedy|Drama|Romance,Trust the Man LLC,2005-09-01,15,4.6,2005,10049069.6068904,57064772.97547143,9,September,2005-2010,2000-2010,Comedy,Drama,Romance,Bart Freundlich,nan,5,David Duchovny,Julianne Moore,Billy Crudup,Maggie Gyllenhaal
17124,tt0448179,0.393751,Wild Things: Diamonds in the Rough,Serah D'Laine|Sandra McCoy|Dina Meyer|Brad Johnson|Claire Coffee,Jay Lowi,87.0,Crime|Drama|Mystery,Mandalay Pictures|Lightning Entertainment|Mainline Releasing,2005-02-19,12,5.7,2005,19419965.007528078,57064772.97547143,2,February,2005-2010,2000-2010,Crime,Drama,Mystery,Jay Lowi,nan,5,Serah D'Laine,Sandra McCoy,Dina Meyer,Brad Johnson
9899,tt0395251,0.390848,The Producers,Matthew Broderick|Uma Thurman|Will Ferrell|Eileen Essell|Gary Beach,Susan Stroman,134.0,Comedy|Music,Sony Pictures|Gaumont Columbia Tristar Films,2005-12-25,84,5.9,2005,50245348.0344522,42494539.7263727,12,December,2005-2010,2000-2010,Comedy,Music,nan,Susan Stroman,nan,5,Matthew Broderick,Uma Thurman,Will Ferrell,Eileen Essell
14375,tt0418110,0.387304,Romanzo criminale,Stefano Accorsi|Kim Rossi Stuart|Pierfrancesco Favino|Claudio Santamaria|Riccardo Scamarcio,Michele Placido,152.0,Drama,Warner Bros.|Cattleya|Aquarius Films|Babe Film,2005-09-30,56,6.9,2005,913815.494392451,5416720.95955662,9,September,2005-2010,2000-2010,Drama,nan,nan,Michele Placido,nan,5,Stefano Accorsi,Kim Rossi Stuart,Pierfrancesco Favino,Claudio Santamaria
17035,tt0405163,0.37881,The Moguls,Jeff Bridges|Lauren Graham|Ted Danson|Tim Blake Nelson|Joe Pantoliano,Michael Traeger,96.0,Comedy,Qwerty Films|N1 European Film Produktions GmbH & Co. KG|First Look International|Raygun Productions,2005-02-06,12,4.8,2005,19419965.007528078,57064772.97547143,2,February,2005-2010,2000-2010,Comedy,nan,nan,Michael Traeger,nan,5,Jeff Bridges,Lauren Graham,Ted Danson,Tim Blake Nelson
10476,tt0410097,0.37807,Hustle & Flow,Terrence Howard|Anthony Anderson|Taryn Manning|Taraji P. Henson|Elise Neal,Craig Brewer,116.0,Drama,MTV Films,2005-07-22,50,6.2,2005,8932506.31723595,24789531.7278716,7,July,2005-2010,2000-2010,Drama,nan,nan,Craig Brewer,nan,5,Terrence Howard,Anthony Anderson,Taryn Manning,Taraji P. Henson
546,tt0407265,0.374704,Transamerica,Felicity Huffman|Kevin Zegers|Elizabeth PeÃ±a|Danny Burstein|Maurice Orozco,Duncan Tucker,103.0,Drama,IFC Films|The Weinstein Company,2005-12-23,65,6.5,2005,1116563.28965449,14906531.9287413,12,December,2005-2010,2000-2010,Drama,nan,nan,Duncan Tucker,nan,5,Felicity Huffman,Kevin Zegers,Elizabeth PeÃ±a,Danny Burstein
10913,tt0342272,0.430394,Dear Wendy,Jamie Bell|Bill Pullman|Michael Angarano|Danso Gordon|Alison Pill,Thomas Vinterberg,105.0,Comedy|Crime|Drama|Romance,Zentropa Entertainments|Nimbus Film Productions|Lucky Punch,2005-01-22,15,5.5,2005,19419965.007528078,57064772.97547143,1,January,2005-2010,2000-2010,Comedy,Crime,Drama,Thomas Vinterberg,nan,5,Jamie Bell,Bill Pullman,Michael Angarano,Danso Gordon
1696,tt0395584,0.371866,The Devil's Rejects,Sid Haig|Bill Moseley|Sheri Moon Zombie|William Forsythe|Ken Foree,Rob Zombie,107.0,Drama|Horror|Crime,Lions Gate Films|Cinerenta Medienbeteiligungs KG|Firm Films|Cinelamda Internationale Filmproduktionsgesellschaft,2005-07-22,132,6.6,2005,19419965.007528078,57064772.97547143,7,July,2005-2010,2000-2010,Drama,Horror,Crime,Rob Zombie,nan,5,Sid Haig,Bill Moseley,Sheri Moon Zombie,William Forsythe
12142,tt0369226,0.370396,Alone in the Dark,Christian Slater|Tara Reid|Stephen Dorff|Frank C. Turner|Matthew Walker,Uwe Boll,96.0,Action|Fantasy|Horror|Thriller,Boll Kino Beteiligungs GmbH & Co. KG|Brightlight Pictures|Herold Productions|Lionsgate|Infogrames Entertainment,2005-01-28,74,3.5,2005,22331265.7930898,11660056.0537102,1,January,2005-2010,2000-2010,Action,Fantasy,Horror,Uwe Boll,nan,5,Christian Slater,Tara Reid,Stephen Dorff,Frank C. Turner
8968,tt0357507,0.369596,Boogeyman,Emily Deschanel|Barry Watson|Skye McCole Bartusiak|Lucy Lawless|Tory Mussett,Stephen Kay,89.0,Thriller|Horror|Drama|Mystery,Ghost House Pictures|Senator International|Screen Gems|Pacific Renaissance Pictures Ltd.,2005-02-04,91,4.5,2005,22331265.7930898,75025079.6863305,2,February,2005-2010,2000-2010,Thriller,Horror,Drama,Stephen Kay,nan,5,Emily Deschanel,Barry Watson,Skye McCole Bartusiak,Lucy Lawless
1826,tt0409184,0.367248,Les PoupÃ©es Russes,Romain Duris|Kelly Reilly|Audrey Tautou|CÃ©cile De France|Kevin Bishop,CÃ©dric Klapisch,129.0,Comedy|Drama|Romance,StudioCanal|TPS CinÃ©ma|Lunar Films|Canal+|Ce Qui Me Meut Motion Pictures,2005-06-15,106,6.7,2005,14515322.7655084,26493033.2591823,6,June,2005-2010,2000-2010,Comedy,Drama,Romance,CÃ©dric Klapisch,nan,5,Romain Duris,Kelly Reilly,Audrey Tautou,CÃ©cile De France
15258,tt0436078,0.261343,The Aristocrats,Jason Alexander|Chris Albrecht|Hank Azaria|Shelley Berman|Steven Gary Banks,Paul Provenza,89.0,Comedy|Documentary,Mighty Cheese Productions,2005-01-01,18,5.8,2005,19419965.007528078,57064772.97547143,1,January,2005-2010,2000-2010,Comedy,Documentary,nan,Paul Provenza,nan,5,Jason Alexander,Chris Albrecht,Hank Azaria,Shelley Berman
11559,tt0410764,0.36373,Tideland,Jodelle Ferland|Janet McTeer|Jennifer Tilly|Jeff Bridges|Brendan Fletcher,Terry Gilliam,120.0,Fantasy|Drama|Thriller|Science Fiction,Recorded Picture Company (RPC),2005-09-09,66,6.0,2005,13398759.4758539,57064772.97547143,9,September,2005-2010,2000-2010,Fantasy,Drama,Thriller,Terry Gilliam,nan,5,Jodelle Ferland,Janet McTeer,Jennifer Tilly,Jeff Bridges
27594,tt0430919,0.351378,The Best Man,Stuart Townsend|Seth Green|Amy Smart|Simon Callow|Kate Ashfield,Stefan Schwartz,96.0,Comedy|Romance,Endgame Entertainment|Surefire Film Productions|Redbus Pictures|Film Consortium|Best Man Filmproduktions,2005-07-09,12,5.8,2005,12282196.1861994,57064772.97547143,7,July,2005-2010,2000-2010,Comedy,Romance,nan,Stefan Schwartz,nan,5,Stuart Townsend,Seth Green,Amy Smart,Simon Callow
17455,tt0337636,0.347958,Hellraiser: Deader,Kari Wuhrer|Paul Rhys|Simon Kunz|Marc Warren|Georgina Rylance,Rick Bota,88.0,Horror|Thriller|Mystery,Castel Film Romania|Neo Art & Logic|Stan Winston Productions|Dimension Films,2005-06-07,27,4.6,2005,4466253.15861797,57064772.97547143,6,June,2005-2010,2000-2010,Horror,Thriller,Mystery,Rick Bota,nan,5,Kari Wuhrer,Paul Rhys,Simon Kunz,Marc Warren
21481,tt0467421,0.612001,Twitches,Tia Mowry|Tamera Mowry|Kristen Wilson|Patrick Fabian|Jennifer Robertson,Stuart Gillard,86.0,Comedy|Drama|Family|Fantasy|TV Movie,Disney Channel,2005-10-14,44,5.0,2005,19419965.007528078,57064772.97547143,10,October,2005-2010,2000-2010,Comedy,Drama,Family,Stuart Gillard,nan,5,Tia Mowry,Tamera Mowry,Kristen Wilson,Patrick Fabian
29293,tt0435665,0.344046,House of the Dead 2,Emmanuelle Vaugier|Ed Quinn|Kirk Jones|Victoria Pratt|Theo Rossi,Michael Hurst,95.0,Horror,Lions Gate Films,2005-10-14,13,3.8,2005,6699379.73792696,57064772.97547143,10,October,2005-2010,2000-2010,Horror,nan,nan,Michael Hurst,nan,5,Emmanuelle Vaugier,Ed Quinn,Kirk Jones,Victoria Pratt
9921,tt0396857,0.340545,Shadowboxer,Cuba Gooding Jr.|Helen Mirren|Vanessa Ferlito|Joseph Gordon-Levitt|Stephen Dorff,Lee Daniels,93.0,Action|Crime|Drama|Thriller,Lee Daniels Entertainment|Teton Films,2005-09-09,11,5.5,2005,19419965.007528078,57064772.97547143,9,September,2005-2010,2000-2010,Action,Crime,Drama,Lee Daniels,nan,5,Cuba Gooding Jr.,Helen Mirren,Vanessa Ferlito,Joseph Gordon-Levitt
16456,tt0353324,0.340262,The Crow IV: Wicked Prayer,David Boreanaz|Edward Furlong|Yuji Okumoto|Marcus Chong|Tito Ortiz,Lance Mungia,99.0,Action|Horror|Thriller,Jeff Most Productions|Edward R. Pressman Film|Dimension Films|Fubu Films,2005-05-13,23,3.4,2005,19419965.007528078,57064772.97547143,5,May,2005-2010,2000-2010,Action,Horror,Thriller,Lance Mungia,nan,5,David Boreanaz,Edward Furlong,Yuji Okumoto,Marcus Chong
7295,tt0448172,0.336382,8MM 2,Johnathon Schaech|Lori Heuring|Bruce Davison|Julie Benz|Valentine Pelka,J.S. Cardone,106.0,Thriller|Mystery|Drama,Sandstorm Films|Screen Gems,2005-11-22,11,4.6,2005,19419965.007528078,57064772.97547143,11,November,2005-2010,2000-2010,Thriller,Mystery,Drama,J.S. Cardone,nan,5,Johnathon Schaech,Lori Heuring,Bruce Davison,Julie Benz
1665,tt0403217,0.335779,Last Days,Michael Pitt|Lukas Haas|Asia Argento|Scott Patrick Green|Nicole Vicius,Gus Van Sant,96.0,Drama,HBO Films|Picturehouse Entertainment|Pie Films Inc.,2005-05-13,51,5.0,2005,19419965.007528078,2153833.83729417,5,May,2005-2010,2000-2010,Drama,nan,nan,Gus Van Sant,nan,5,Michael Pitt,Lukas Haas,Asia Argento,Scott Patrick Green
12699,tt0354623,0.333513,Hellraiser: Hellworld,Stelian Urian|Katheryn Winnick|Anna Tolputt|Khary Payton|Henry Cavill,Rick Bota,91.0,Horror|Thriller,Miramax Films|Castel Film Romania|Dimension Films,2005-09-06,21,4.5,2005,5582816.44827246,57064772.97547143,9,September,2005-2010,2000-2010,Horror,Thriller,nan,Rick Bota,nan,5,Stelian Urian,Katheryn Winnick,Anna Tolputt,Khary Payton
9042,tt0402901,0.332997,The Cave,Cole Hauser|Eddie Cibrian|Morris Chestnut|Lena Headey|Piper Perabo,Bruce Hunt,97.0,Action|Adventure|Horror|Thriller,Lakeshore Entertainment|Cinerenta Medienbeteiligungs KG|Screen Gems|Cineblue Internationale Filmproduktionsgesellschaft|City Productions,2005-08-25,111,5.2,2005,33496898.6896348,16757371.802065,8,August,2005-2010,2000-2010,Action,Adventure,Horror,Bruce Hunt,nan,5,Cole Hauser,Eddie Cibrian,Morris Chestnut,Lena Headey
1833,tt0294870,0.330618,Rent,Anthony Rapp|Adam Pascal|Rosario Dawson|Jesse L. Martin|Wilson Jermaine Heredia,Chris Columbus,135.0,Comedy|Drama|Music|Romance,Columbia Pictures|1492 Pictures|Revolution Studios,2005-11-23,89,6.5,2005,44662531.5861797,35362251.6525974,11,November,2005-2010,2000-2010,Comedy,Drama,Music,Chris Columbus,nan,5,Anthony Rapp,Adam Pascal,Rosario Dawson,Jesse L. Martin
13679,tt0455142,0.32793,Kirikou et les bÃªtes sauvages,Pierre-NdoffÃ© Sarr|Awa Sene Sarr|Robert Liensol|Marie-PhilomÃ¨ne Nga|Emile Abossolo M'bo,Michel Ocelot|BÃ©nÃ©dicte Galup,75.0,Adventure|Animation|Family|Fantasy,Les Armateurs|Armada Films,2005-12-07,28,6.0,2005,19419965.007528078,57064772.97547143,12,December,2005-2010,2000-2010,Adventure,Animation,Family,Michel Ocelot,BÃ©nÃ©dicte Galup,5,Pierre-NdoffÃ© Sarr,Awa Sene Sarr,Robert Liensol,Marie-PhilomÃ¨ne Nga
15124,tt0420740,0.327026,A Little Trip to Heaven,Forest Whitaker|Julia Stiles|Peter Coyote|Jeremy Renner|Iddo Goldberg,Baltasar KormÃ¡kur,98.0,Drama|Mystery|Thriller,Blueeyes Productions|Pink Productions,2005-12-26,12,5.1,2005,13398759.4758539,57064772.97547143,12,December,2005-2010,2000-2010,Drama,Mystery,Thriller,Baltasar KormÃ¡kur,nan,5,Forest Whitaker,Julia Stiles,Peter Coyote,Jeremy Renner
16048,tt0349080,0.327022,All About Anna,Gry Bay|Adrian Bouchet|Eileen Daly|Thomas Raft|Ovidie,Jessica Nilsson,91.0,Comedy|Drama|Romance,Zentropa Productions|Innocent Pictures,2005-11-24,34,2.5,2005,19419965.007528078,57064772.97547143,11,November,2005-2010,2000-2010,Comedy,Drama,Romance,Jessica Nilsson,nan,5,Gry Bay,Adrian Bouchet,Eileen Daly,Thomas Raft
501,tt0427312,0.326691,Grizzly Man,Timothy Treadwell|Kathleen Parker|Warren Queeney|Willy Fulton|Sam Egli,Werner Herzog,103.0,Documentary,Discovery Docs,2005-08-12,70,6.9,2005,19419965.007528078,57064772.97547143,8,August,2005-2010,2000-2010,Documentary,nan,nan,Werner Herzog,nan,5,Timothy Treadwell,Kathleen Parker,Warren Queeney,Willy Fulton
10707,tt0367089,0.326577,The Squid and the Whale,Jeff Daniels|Laura Linney|Jesse Eisenberg|Owen Kline|William Baldwin,Noah Baumbach,81.0,Comedy|Drama,Destination Films|Samuel Goldwyn Films|Sony Pictures International,2005-10-05,118,6.7,2005,1674844.93448174,12391765.6583765,10,October,2005-2010,2000-2010,Comedy,Drama,nan,Noah Baumbach,nan,5,Jeff Daniels,Laura Linney,Jesse Eisenberg,Owen Kline
9729,tt0373450,0.476555,Where the Truth Lies,Kevin Bacon|Colin Firth|Alison Lohman|David Hayman|Rachel Blanchard,Atom Egoyan,107.0,Drama|Mystery|Thriller,Serendipity Point Films,2005-10-07,29,5.8,2005,27914082.2413623,57064772.97547143,10,October,2005-2010,2000-2010,Drama,Mystery,Thriller,Atom Egoyan,nan,5,Kevin Bacon,Colin Firth,Alison Lohman,David Hayman
8332,tt0337573,0.317918,AntikÃ¶rper,Wotan Wilke MÃ¶hring|AndrÃ© Hennicke|Heinz Hoenig|Norman Reedus|Ulrike Krumbiegel,Christian Alvart,127.0,Thriller|Crime|Drama,Kinowelt Filmproduktion|MedienKontor Movie GmbH,2005-04-24,10,6.1,2005,2121470.25034353,57064772.97547143,4,April,2005-2010,2000-2010,Thriller,Crime,Drama,Christian Alvart,nan,5,Wotan Wilke MÃ¶hring,AndrÃ© Hennicke,Heinz Hoenig,Norman Reedus
9968,tt0402850,0.317018,The Big White,Robin Williams|Holly Hunter|Tim Blake Nelson|W. Earl Brown|Woody Harrelson,Mark Mylod,100.0,Comedy|Crime|Drama,Capitol Films|Ascendant Pictures|Rising Star|Film & Entertainment VIP Medienfonds 2 GmbH & Co. KG,2005-10-27,40,6.2,2005,20098139.2137808,57064772.97547143,10,October,2005-2010,2000-2010,Comedy,Crime,Drama,Mark Mylod,nan,5,Robin Williams,Holly Hunter,Tim Blake Nelson,W. Earl Brown
67,tt0445620,0.356717,Paradise Now,Ali Suliman|Amer Hlehel|Hiam Abbass|Ashraf Barhom|Mohammad Bustami,Hany Abu-Assad,90.0,Thriller|Crime|Drama,Lama Films|Augustus Film|Lama Productions|Lumer Films|Hazazah Film,2005-02-14,26,6.3,2005,19419965.007528078,3748386.70561686,2,February,2005-2010,2000-2010,Thriller,Crime,Drama,Hany Abu-Assad,nan,5,Ali Suliman,Amer Hlehel,Hiam Abbass,Ashraf Barhom
10845,tt0264323,0.31008,2001 Maniacs,Robert Englund|Dylan Edrington|Lin Shaye|Giuseppe Andrews|Jay Gillespie,Tim Sullivan,87.0,Comedy|Horror,Raw Nerve|Velvet Steamroller Entertainment|BloodWorks,2005-05-12,27,4.3,2005,3349689.86896348,57064772.97547143,5,May,2005-2010,2000-2010,Comedy,Horror,nan,Tim Sullivan,nan,5,Robert Englund,Dylan Edrington,Lin Shaye,Giuseppe Andrews
14180,tt0416243,0.301564,Submerged,Steven Seagal|Christine Adams|William Hope|Nick Brimble|Vinnie Jones,Anthony Hickox,96.0,Action|Thriller,Nu Image / Millennium Films|Emmett Furla Oasis Films (EFO Films)|Luminosity Media,2005-05-06,17,4.7,2005,16748449.3448174,57064772.97547143,5,May,2005-2010,2000-2010,Action,Thriller,nan,Anthony Hickox,nan,5,Steven Seagal,Christine Adams,William Hope,Nick Brimble
35320,tt0340331,0.300101,School Of Life,David Paymer|Ryan Reynolds|John Astin|Andrew Robb,William Dear,111.0,Comedy|Drama|Family,Bouncing Betty Productions|School of Life Productions Inc.|Gynormous Pictures,2005-02-19,16,5.6,2005,19419965.007528078,57064772.97547143,2,February,2005-2010,2000-2010,Comedy,Drama,Family,William Dear,nan,4,David Paymer,Ryan Reynolds,John Astin,Andrew Robb
14166,tt0381505,0.297727,Pretty Persuasion,Evan Rachel Wood|Selma Blair|David Wagner|Brent Goldberg|Adi Schnall,Marcos Siega,105.0,Comedy|Drama,REN-Mar Studios|Prospect Pictures,2005-01-22,27,5.0,2005,19419965.007528078,57064772.97547143,1,January,2005-2010,2000-2010,Comedy,Drama,nan,Marcos Siega,nan,5,Evan Rachel Wood,Selma Blair,David Wagner,Brent Goldberg
20215,tt0385560,0.292346,Boo,Jilon Ghai|Happy Mahaney|Nicole Rayburn|Josh Holt,Anthony C. Ferrante,94.0,Horror,Graveyard Filmworks,2005-05-13,12,4.3,2005,19419965.007528078,57064772.97547143,5,May,2005-2010,2000-2010,Horror,nan,nan,Anthony C. Ferrante,nan,4,Jilon Ghai,Happy Mahaney,Nicole Rayburn,Josh Holt
14544,tt0403455,0.46379,Roll Bounce,Nick Cannon|Shad Moss|Chi McBride|Meagan Good|Brandon T. Jackson,Malcolm D. Lee,112.0,Comedy|Drama|Family,Fox Searchlight Pictures,2005-09-23,17,5.8,2005,19419965.007528078,57064772.97547143,9,September,2005-2010,2000-2010,Comedy,Drama,Family,Malcolm D. Lee,nan,5,Nick Cannon,Shad Moss,Chi McBride,Meagan Good
18882,tt0290747,0.287286,Man-Thing,Matthew Le Nevez|Rachael Taylor|Jack Thompson|Rawiri Paratene|Steve Bastoni,Brett Leonard,97.0,Action|Horror|Science Fiction,Lions Gate Films|Artisan Entertainment|Marvel Enterprises,2005-04-21,15,3.9,2005,8374224.6724087,159668.550420592,4,April,2005-2010,2000-2010,Action,Horror,Science Fiction,Brett Leonard,nan,5,Matthew Le Nevez,Rachael Taylor,Jack Thompson,Rawiri Paratene
16411,tt0439630,0.285062,Tau man ji D,Jay Chou|Shawn Yue|Edison Chen|Anthony Wong|Anne Suzuki,Andrew Lau|Alan Mak,107.0,Action|Crime|Thriller|Drama,Media Asia Film|Sil-Metropole Organisation|Avex Inc.|Basic Pictures,2005-05-12,33,6.0,2005,1729556.53567481,7923133.10338828,5,May,2005-2010,2000-2010,Action,Crime,Thriller,Andrew Lau,Alan Mak,5,Jay Chou,Shawn Yue,Edison Chen,Anthony Wong
58462,tt0388213,0.281544,Loverboy,Kyra Sedgwick|Dominic Scott Kay|Matt Dillon|Kevin Bacon|Blair Brown,Kevin Bacon,84.0,Drama|Romance,Bigel / Mailer Films|Millennium Films|Mixed Breed Films,2005-01-24,10,4.5,2005,19419965.007528078,57064772.97547143,1,January,2005-2010,2000-2010,Drama,Romance,nan,Kevin Bacon,nan,5,Kyra Sedgwick,Dominic Scott Kay,Matt Dillon,Kevin Bacon
17186,tt0403016,0.28107,Supercross,Steve Howey|Mike Vogel|Cameron Richardson|Sophia Bush|Channing Tatum,Steve Boyum,80.0,Action|Adventure|Drama|Romance,Tag Entertainment,2005-08-16,12,4.8,2005,19419965.007528078,3464193.43431755,8,August,2005-2010,2000-2010,Action,Adventure,Drama,Steve Boyum,nan,5,Steve Howey,Mike Vogel,Cameron Richardson,Sophia Bush
19803,tt0373416,0.28021,Underclassman,Nick Cannon|Roselyn SÃ¡nchez|Shawn Ashmore|Cheech Marin|Kelly Hu,Marcos Siega,95.0,Action|Comedy,Miramax Films,2005-09-02,18,5.5,2005,19419965.007528078,57064772.97547143,9,September,2005-2010,2000-2010,Action,Comedy,nan,Marcos Siega,nan,5,Nick Cannon,Roselyn SÃ¡nchez,Shawn Ashmore,Cheech Marin
14457,tt0393635,0.280055,Reeker,Devon Gummersall|Derek Richardson|Tina Illman|Scott Whyte|Arielle Kebbel,Dave Payne,90.0,Horror|Mystery,"Institution, The|Primal Pictures|Afraid of the Dark",2005-03-13,21,4.7,2005,19419965.007528078,57064772.97547143,3,March,2005-2010,2000-2010,Horror,Mystery,nan,Dave Payne,nan,5,Devon Gummersall,Derek Richardson,Tina Illman,Scott Whyte
16455,tt0339334,0.279849,The Magic Roundabout,Ian McKellen|Kylie Minogue|Bill Nighy|Robbie Williams|Tom Baker,Dave Borthwick|Jean Duval|Frank Passingham,85.0,Animation|Family,The Weinstein Company,2005-01-19,20,5.4,2005,22331265.7930898,57064772.97547143,1,January,2005-2010,2000-2010,Animation,Family,nan,Dave Borthwick,Jean Duval,5,Ian McKellen,Kylie Minogue,Bill Nighy,Robbie Williams
2287,tt0436724,0.279805,Rize,Christopher Toler|Tommy the Clown|Miss Prissy|Dragon|Ceasare Willis,David LaChapelle,86.0,Documentary,David LaChapelle Studios|HSI Productions|Darkfibre Entertainment Ltd.|Got Films,2005-01-15,10,5.6,2005,19419965.007528078,57064772.97547143,1,January,2005-2010,2000-2010,Documentary,nan,nan,David LaChapelle,nan,5,Christopher Toler,Tommy the Clown,Miss Prissy,Dragon
10263,tt0401815,0.278997,Tamara,Jenna Dewan|Marc Devigne|Chad Faust|Katie Stuart|Bryan Clark,Jeremy Haft,98.0,Fantasy|Horror|Thriller,Lions Gate Films|City Lights Pictures,2005-05-12,31,4.9,2005,5303675.62585884,230984.564294114,5,May,2005-2010,2000-2010,Fantasy,Horror,Thriller,Jeremy Haft,nan,5,Jenna Dewan,Marc Devigne,Chad Faust,Katie Stuart
